titulo,texto
Calendário JPB - Prefeitura de Cabedelo vai abrir licitação para nova empresa concluir obra-5781958.wav,Nós voltamos em Intermares Cabedelo nada foi resolvido por lá mas tem uma novidade a prefeitura Quebrou o contrato com a empresa que não terminava nunca obra de calçamento agora os moradores vão ter que ter mais paciência porque aí uma nova licitação deverá ser aberta e eu fui levar essa notícia para os moradores é hoje o calendário JPB tinha duas opções aqui internar uma obra recomeçava ou a empresa cair fora como vocês podem ver serviço continua parado por aqui portanto a Prefeitura vai ter que tomar uma Providência a secretaria de infraestrutura de Cabedelo tá presente aqui como sempre a comunidade veio de preto em sinal de protesto mas olha só na nossa no nosso último encontro né ficou acordado com Plínio de que se abra não fosse retomada a empresa iria ser punida ela ia perder o direito de executar essa obra O que que a prefeitura fez diante disso é nós já há duas semanas atrás já fizemos a reunião junto à Caixa Econômica inclusive com a presença do prefeito que já iniciamos o processo de distrato da obra porque eu não esperei nem o prazo que eles tinham prometido porque eu vi que não adiantava então quanto mais tempo a gente perder esse pior então a empresa já foi comunicada através desse Ofício que vai acontecer o distrato e ele é efetivamente ainda não aconteceu porque estamos esperando algumas pendências que estamos resolvendo junto à Caixa Econômica que é burocracia para encerrar contrato e é burocracia para começar de novo um outro contrato com outra empresa vocês tem consciência disso né a consciência total consciência aquela história é ruim mais ruim mesmo era não ver a obra recomeçar com certeza com certeza por isso que nós estamos de preto porque estamos sendo muito penalizados como das outras vezes eu já falei a poeira chegou a lama chegou junto com ela e agora pelo que vemos vai ser para janeiro também então vamos ter que enfrentar nova fase de poeira e nova fase de lama mas e temos a esperança da Boa Vontade que a prefeitura EA secretaria tem mostrado de tocar terminar essa obra a gente sabe que nesse caso aqui a empresa construtora responsável por este serviço foi muito responsável por todos os transtornos que vocês vem enfrentando nesse sentido mas a partir do momento que a prefeitura resolver essa pendência com a construtora mesmo que ajuda a demora aí burocrática para outra empresa assumiu serviço mas pelo menos a coisa tá saindo do canto a empresa teve todas as oportunidades a prefeitura Deus oportunidade nós moradores também mas eles não tiveram consideração é tanto que não tem nenhum apresentando aqui da empresa para dar nenhuma satisfação queria deixar também
Calendário JPB mostra situação de obra sem fim no Expedicionários-7582796.wav,não dá uma forcinha para os nossos amigos gente calendário JPB tá na área tá pensando que tem folga nesse feriado não tem não se tem problema tem que ir na rua para tentar resolver e hoje tem Missão Nova na verdade a missão é nova mas o problema é bem antigo lá no Funcionários nos Expedicionários um serviço da Cagepa que não tem fim segundo os moradores e além da poeira eles estão reclamando de vazamento de água no Lopes vai mostrar direitinho para gente agora é calendário JPB na Rua Capitão João Freire que fica no bairro dos Expedicionários e como vocês estão vendo a situação da rua não tá muito boa não viu Querido agora tá limpo bonito a gente resolver mas essa bronca Bora conversar com o povo para entender o que é que tá acontecendo abrir um buraco na esquina aqui na Expedicionarios que a principal no bairro de lá para cá e isso aqui história de três em três meses de dois em dois meses em fevereiro teve um vazamento aqui no canto e a lagoa essa frente da casa da minha mãe fica com licença menina quer dizer que na última último vazamento que deu tudo isso aqui que a gente tá vendo que a parte da frente do Terraço virou um Açude Bom dia tudo bem com a senhora isso daí quando está vazando ela vai infiltrando Ando por debaixo do solo ninguém sabe onde vai parar é como o pessoal daqui tava falando que a estrutura das casas já tá começando a ficar comprometida aqui no terraço de Dona Yolanda a gente tá vendo tem uma rachadura ali DS já tá passando aqui ó do armador de rede que tá com plantinha pendurado e tá chegando aqui por trás Dona Olanda a senhora que mora aqui a senhora disse desde a década de 1950 não chegou por aqui essa rachadura Zinha é nova ou velha antes não tinha não tava tudo direitinho mas começa a estourar água lista do Colégio Estadual Carvalho filtrando pode ser a infiltração da água segura aqui menino calendário Ana também quer que a gente vai fazer vai dar um prazo para Cagepa tanto da resposta como resolver alguma coisa por aqui porque não adianta mais não de 3 em 3 meses história e tirar esse entulho da porta da senhora
"Calendário JPB volta ao bairro do Geisel, em João Pessoa-6790669.wav",não ter esgoto é horrível meus amigos Imagine você em pleno ano de 2018 não ter saneamento básico agora Pior é quando tem o esgoto mas você não pode usar tem que pagar mas não pode usar o calendário tá de volta à Rua Malaquias Timóteo no gás uma luta tão grande que o Danilo Alves resolveu sentar para esperar e tem explicação para estar sentado não é a primeira vez que a gente vem aqui por isso que a recepção foi essa tem mesa com lanchinho café da manhã só que a água por causa do calor Fábia vai explicar para gente qual é o problema por aqui Fábio ele tá pedindo uma resposta da Cagepa né em relação aos esgotos né e relação aí ele fazer a parte deles que é fazer as caixas de esgoto para os que os moradores faça a parte deles que é interligados dentro de casa para fora uma conta de água que chega primeiro a situação das contas com a Fabiana disse o pessoal não tem a ligação de esgoto aqui porque a conta chega nós temos a rede coletora aqui em operação Então existe uma lei federal Decreto que regulamenta a lei federal existe a resolução da GP agência reguladora da Paraíba que nos obriga a cobrar essa taxa de esgoto os moradores por questão de saúde pública né Para que fosse usuário a utilizar a rede coletora nesse caso o que é particular existem projetos que que quando a gente planta a rede coletora nós já instalamos a caixa nas calçadas que não foi esse caso se caso era só a rede coletora mas já entrando entendimentos aqui com os moradores né E nós vamos executar que as ligações para resolver esse problema agora vê só essa resposta que a água é importante porque dá só uma olhada na situação da rua dá nem para chamar de rua né vê só para passar carro é complicado para passar aqui de moto para criança brincar alguém de bicicleta um idoso pode sofrer algum acidente quando o pessoal do calendário chamou a gente apaga estava reclamando da rua também e uma das respostas para os moradores da prefeitura é que precisava resolver primeiro problema do esgoto não foi que disseram que a gente só vê se tá se a Cagepa para ela verificar os esgotos porque se fizesse o casamento depois teria que ser quebrado né a gente sabe que não é um serviço rápido e demanda tempo demanda trabalho que a gente pode esperar para resolver essa situação dessas caixas de esgoto a gente tem um prazo de um mês e meio dois meses para a gente resolver todas as questões das ligações as ligações ternos né é por conta dos moradores carimbo por enquanto bota na data de hoje aí vira lá para frente é em andamento
Calendário JPB volta ao Distrito de Galante para cobrar reforma de quadra de esportes-5744542.wav,a gente começa direto com o calendário já tô com meu aqui a primeira cobrança é uma bronca grande viu a reforma do ginásio de esportes no Distrito de Galante vamos ver se a obra saiu do Papel Felipe Valentim foi até lá no calendário esteve pela primeira vez no ginásio de esportes o Rodrigão em Galante em novembro do ano passado e a situação dos moradores que praticavam esportes no local não era nada boa lixo aqui quando chove não dá para jogar essas coisas também tem marimbondo a gente vai levar uma picada alguma coisa do tipo o secretário de esportes do Governo do Estado assume um compromisso na época de fazer a reforma do ginásio nós conversamos com secretário de juventude esporte e lazer do Estado Bruno Roberto que diz que já está sendo feito um projeto para reformar o ginásio aqui do Distrito de Galante e pediu a gente um prazo até a primeira quinzena do mês de março de 2017 por isso então nós estamos com calendário aqui vamos marcar então ele pediu que a gente marcasse o dia 15 de Março quatro meses depois na data marcada estamos de volta ao Distrito de Galante e será que alguma coisa mudou por aqui eu tô aqui já ao lado da Ana Cláudia que era representante do calendário aqui em Galante Ana Cláudia Parece que nada mudou né nada mudou continua do mesmo jeito aliás piorou né que os refletores agora pararam de funcionar só temos 4 funcionando agora no final da tarde comecinho da noite e agora É agora piorou porque a gente consegue nem ver a bola direito os mais de 400 alunos da Escola nicipal Iracema Pimentel tem aula de Educação Física neste espaço muito ruim quando chove não pode jogar que fica molhado na quadra não tem banheiro para pessoa fazer nessa cidade tem nada tá muito ruim a quadra e vir jogar aqui com a quadra molhada cai se machuca e quando o pessoal tá jogando Se por acaso a bola cair aqui perto do banheiro o jogo acabou porque é impossível ir até lá embaixo buscar a bola que na verdade tá complicado até ficar aqui perto do banheiro porque o mau cheiro é grande como é que você esperava que fosse o ginásio coberto no banheiro ou se limpa quadra melhorar o banheiro das meninas e dos meninos tá ruim não tem como usar não tem como usar quantos alunos vem para cá se precisar usar o banheiro nem pensar não de maneira alguma porque o banheiro aqui só em péssimas condições sujo quebrados não tem condições então eles quando vem para casa orientados ao sair da escola e caso contrário tem que voltar para escola durante a aula de educação física para fazer as necessidades também atrapalha o rendimento rendimento atrapalha o andamento da aula realmente antes de Cristo e o pessoal que treinar futsal e handebol também tá complicado
"Construtora loteou terrenos, construiu casa, mas não fez a infraestrutura necessária-7638155.wav",o calendário JPB de hoje vai mostrar um problema que é muito comum aqui em Campina Grande é a obra de uma construtora que loteou terrenos e construir casas mas não fez a infraestrutura necessária para moradia e se isso é um problema né a gente manda lá da igreja lá para ver E aí pessoal hoje eu tô aqui no conforto da casa de Albany que depois de anos e anos e anos e anos morando de aluguel finalmente conseguiu realizar esse sonho de ter a casinha própria E aí é tudo novinho né albanil sonho realmente um grande sonho que muitos ainda tem não conseguiu ainda realizar mas graças a Deus eu consegui depois de muito esforço consegui agora como vocês estão vendo tudo novinho a gente tá aqui na sala de estar tem também a cozinha tem dois quartos a casa agora tá bom de mais né para ser calendário que a gente tá falando de calendário Por que o problema existe E aí minha gente chega mais me acompanha vou ter que passar aqui eu tô ouvindo aqui para mostrar para vocês aqui ainda tem uma garagem o quintal mas chega mais chega mais porque olha só é só botar o pé para fora para os problemas aparecerem né Albany a rua aqui minha gente é isso dá até um desânimo começou o pesadelo acabou o sonho começou o pesadelo e isso que você tá vendo tá uma maravilha para o que fica é porque assim choveu os moradores já sai na rua já começa a cada um de da maneira que pode fazer os aterros cada um vai fazendo Como pega uma enxada enxada para a gente tá ali para você ver a gente pega saco de nylon Anjo de Areia a terra porque aí para chuva não arrastar o que vem pela frente a gente tá hoje no distrito de São José da Mata na comunidade de lagoa de João Gomes João Gomes então o bora marcar para gente mostrar aqui o tamanho do buraco que essa rua tem que claro dificulta demais o acesso é ruim para andar é ruim para passar de carro e aí eu fico imaginando quem mora nessa casa se a pessoa tiver um carro aqui para passar aqui meu Deus do céu a suspensão já era já era fica difícil né que mora aqui nessa rua aqui vive que eu não posso ir lá no carro aqui não pode descer aqui já aconteceu aí de carro aqui dentro do buraco à noite porque não ver Renato tô vendo aqui a realidade da rua onde vocês moram que é que vocês sofrem no dia a dia só falou que você tá vendo né quando chove a rua fica nessas condições em quanto para chuva é poeira dentro de casa aquela preta botar umas caçambas de material aqui só pedra como você tá vendo aí as melhor que tem desse tamanho aqui a prefeitura joga para o Construtor dando para prefeitura e no final penalizados morador foi entregue mas aí em frente
"Calendário JPB volta à comunidade Riachinho, em João Pessoa-5714506.wav",pai de calendário JPB os moradores da comunidade de Riachinho Treze de Maio reclamam de um conjunto habitacional que foi entregue um problema que tá causando transtorno nós fomos por lá duas vezes mas tem novidade na terceira visita a gente recebeu a informação que a obra vai andar sim o projeto tá lindo viu Plínio Almeida foi até lá conversar com os moradores do Riachinho e conta tudo para a gente aqui as casas da comunidade de Riachinho de cima são catorze e quatorze família desse lado para o lugar onde deveria ter uma calçada feita com uma boa drenagem mais a situação essa daqui ó tudo organizado buraqueira material aqui da calçada jaca caindo e ali em cima a Rua Maurício de Oliveira que quando o eixo na chuva a água cai por aqui vem em posta e começa a causar transtorno para a vida de todo mundo Rosilene é uma das mais prejudicadas agora há pouco Teve Chuva ontem foi ficou aqui tudinho lixo e a chuva foi grande aí dentro de casa mesmo tempo a resposta no início de Fevereiro teria dado início a licitação foi isso não foi dia 7 do 2017 fevereiro vieram vieram aqui disseram Exclusive aqui neste edital de concorrência concorrência é verdade e aí o que nós temos de informação hoje é o seguinte essa licitação ela realmente começou né ela tá indo em processo a gente sabe que são até 90 dias e a promessa da secretaria de planejamento é que em até mais 45 dias essa licitação estaria pronta Depois de pronta aí chega mais perto de quê ordem de serviço para fazer essa obra Pelo menos segundo asseplan tá em andamento em andamento se for do jeito que tá no projeto vai ficar muito bonito mas qualquer jeito que tá no projeto vamos fazer operações aqui é o antes né é hoje e aí a gente tem uma foto agora do depois olha só aí como vai ficar bonito uma calçada bem organizada aqui embaixo né Com acesso aí umas escadaria daqui em vários pontos antes e depois a calçada organizada com grama bancos tá bonito na foto pelo menos na foto tá vamos ver se vai ficar assim a promessa é boa é isso vamos ter fé pronto então dia 8 de Março o nosso carimbo né com toda essa promessa com Alice tá
"Calendário JPB volta a Cicerolândia, em Santa Rita-5064033.wav","vamos calendário gente de hoje parece mais uma novela eu tô falando da construção da unidade de saúde de Cícero olândia lá em Santa Rita hoje era para ter o carimbo de Resolvido Será que teve Conta aí Karine Tenório Ah só para ficar claro ela saiu de férias mas deixa esse calendário pronto para gente vamos conferir fica na zona rural de Santa Rita é muito distante da cidade a estrada é ruim só tem plantação de um lado de outro e é por isso que os moradores precisam tanto de um posto de saúde funcionando lá perto do povo a última notícia que eu tive é que a obra lá do posto de saúde tinha parado mas hoje nós vamos ver qual é a situação Será que a obra voltou o que que a prefeitura tem a dizer vamos conferir a obra é essa aqui tô vendo que seu José chegou cedo hoje Seu José para quem não sabe a gente diz que ele é o fiscal da obra Por que ele está sempre por aqui chega aqui seu José eu tô vendo que a obra voltou que tem alguns homens trabalhando Valéria no nosso último encontro a data marcada para hoje era para inaugural posto de saúde né mas aí a obra parou logo depois é infelizmente no outro dia já ficou tudo parado e voltou quando voltou a gente vai fazer uma semana roubaram a instalação elétrica que tinha sido feito ela foi tudo errado foi tudo essa obra aqui no posto de saúde de Cícero Orlândia se arrasta gente desde 2012 o calendário JPB acompanha essa história há um ano então é um ano começa a obra para obra obra começa a obra para obra a gente quer saber quando vai ser concluído esse serviço e o pessoal tá dentro olha só a quantidade de gente que sempre junto aqui porque eles querem mesmo essa unidade de saúde que aqui vai servir para gente e para todo mundo aqui da comunidade aí a turma daqui pega a roupa instalação às vezes fica menino querendo quebrar a janela não é um negócio que vai servir atrás ainda mais o sonho de vocês muito bem atrás ainda mais é verdade que a gente não tiver um trocadinho em casa para levar o nosso filho para o hospital que esteja passando r$ 100,80 porque os transporte É tudo caro e não tiver dinheiro não tem saúde não tem saúde isso tem que ter uma data para acabar né o tempo tá passando e ninguém da Prefeitura chega aqui eu acho que a gente vai ter que fazer esse calendário sem representante da prefeitura agora lembrando a vocês a gente vai continuar insistindo numa resposta por quê a primeira coisa que essas pessoas aqui merecem é uma resposta isso não custa dinheiro e eu não vou dar hoje assim como um dia triste porque eu tô vendo que a obra foi retomada né agora é importante que essa obra não pare amanhã porque o calendário"
Calendário JPB - Crateras no meio de uma avenida tiram sossego de moradores de Tibiri 2-5923263.wav,Olha o calendário JPB tá acostumado a fazer reportagem sobre buraco na rua mas a situação que a nossa equipe em controlar e Tibiri 2 parece até coisa de tatu é um buraco atrás do outro fechando a rua e trazendo muita dor de cabeça para os moradores vamos ver quer ir para China bem ligeirinho vem tá Tire Dois porque aqui tem um buraco tão grande que leva você para lá bem rapidinho e de graça minha nossa senhora passando de moto com duas crianças em tempo de cair no buraco seu Aluízio me explica que situação é essa aqui dentro de uma caverna né Avenida Conde bairro Água Branca dizer que isso aqui é uma avenida Há quanto tempo há pelo menos um mês e olha só a gente percebe Não precisa ser engenheiro para saber que aqui tem uma tubulação de água pluvial tá seca agora porque não tá chovendo Claro mas quando chove é muita água né só que não tem água só água aqui aqui passou uma chuva aqui não tem mais não suporta mesmo isso aí isso é água Restaurar Esse aqui aí piora mais coisa do povo fica sem água e sem água e fica muito mais geral da reta que passa aqui do outro lado e a tia olha só tem outro buraco parece um rio aqui dentro chega Cardoso é a rede de esgoto da rua aqui tem a rede de água pluvial toda aberta toda estourada aqui tem a rede de esgoto também toda aberta todas as respostas e aqui do outro lado tem a rede de abastecimento de água limpa tá tudo exposto realmente é um carro em uma avenida da cidade E aí os moradores que vivem nessas casas aqui tá tão praticamente ilhados com essa situação para entrar na casa do Nereu a gente olha só tem uma muletinha até quase a metade Adi da repórter olha só é uma arquitetura bonita né nega para entrar na tua casa não tem elegância né para chegar a necessidade de fazer isso aí mas infelizmente tem que fazer né Isso quer dizer que quando chove
"Calendário JPB volta a Paratibe, em João Pessoa, e mostra rua intransitável-7804553.wav",Bora para Paratibe agora bairro daqui de uma pessoa tem volta do calendário numa rua a Rua Claudio Marcelo Ferreira e eu já te adianto que a situação por lá meus amigos não tá boa não bora ver a gente sabe e chuva e obra não combina tempo tá abrindo deu uma melhorada O problema é que a Rua Claudio Marcelo Ferreira aqui em Paratibe além de todos buracado como a gente já tá vendo a também deixar cada assim dá para fazer terraplanagem não né aí atrasa o serviço para gente e não é que começou a chover de novo aí amor diminui rebolo para aterrar para segurar o aterro é a chuva ver já desmanchou de novo Tem essa tão vendendo com placa de venda tem essa aqui placa de venda quando é que tem a barriga e capacete tem essa outra aí ela não tava pagando mas ninguém quer assim quem mora aqui tá saindo e ninguém lá Quer vir para cá não é não é muito ruim como a situação lá para baixo tá pior eu vou dar uma descidinha certo aqui já não passa carro mais não meu filho vem mesmo fui até lá embaixo e voltei para que para dar satisfação da prefeitura né eles disseram o seguinte que assim como eu mesmo compro eu vou começar até o serviço mas aí começou a chover se perdeu tudo né Foi verdade esse aterro aí daqui que eles deixaram aqui Achou a primeira que deu levou ela todinha lá para baixo tá passando aquele carro que eles falaram só podem fazer o serviço isso quando parar de chover e o sol secar mais 30 dias deram resposta Estão dispostos a fazer esperando São Pedro Então tá em andamento tem um mês para parar de chover tem um dia bacana e bom para que o pessoal consigo executar aqui a terraplanagem da rua então dia 20 de Agosto a gente volta em Paratibe e se não for para ver o serviço feito que seja pelo menos as máquina trabalhando né que nós tamos aí toda hora Deus quiser vamos acreditar não é o que nos resta a chuva vai parar e a Prefeitura de João Pessoa vai dar continuidade a essa obra bora marcar então 20 de Agosto no nosso calendário virtual a gente volta a Rua Cláudio Marcelo Ferreira aratiba esperando notícia muito boa
Calendário JPB - obra começa em Oitizeiro e moradores estão cheios de esperança-5371546.wav,gente me dizer os moradores da Rua Napoleão Crispim tão ansiosos a via sem estrutura tava sendo engolidas pelos buracos ninguém fazia nada eles chamaram calendário JPB e aos poucos os responsáveis foram aparecendo e agora depois de quatro visitas problema começou a ser resolvido era mais que um problema de comunidade era uma situação de emergência olha só a fenda que se abriu aqui na rua por aqui passa também o tubulação de gás no Meu medo é isso é uma explosão e mata todo mundo aqui e eu tô super uma situação dessa não é fácil mas é necessário e o calendário JPB começou acompanhar o drama dos moradores da Rua Napoleão Crispim a cada visita uma cobrança para que o problema não fosse esquecido esse buraco aqui é novo foi o que se formou na última chuva se prepara agora para ver como é que tá a situação do restante da rua é buraco e Desmantelo demais a última vez que vocês vieram eles fizeram serviço de terraplanagem que realmente ao menos uma situação era o paliativo a gente sabia disso mas só que infelizmente não pode chover daqui a pouco a rua vai desaparecer vai ser um buraco e quatro meses depois o calendário JPB teve uma ótima surpresa o tão sonhado pedido dos moradores Começou assim ser atendido e a obra de drenagem da rua está em andamento e com brinde por que os moradores dessa rua aqui também foram beneficiados Alexandre quando a gente olha a estrutura que foi feita para receber toda a água da chuva a gente se impressiona Porque grande mesmo né Eu acho que agora vai agora a gente tá com esperança né a obra começou tá andando e a gente tá esperando só agora Eles terminaram para fazer o casamento que é o que a gente reivindicar de verdade mas olha só a água da chuva nesse ponto aqui do bairro vem com muita força é água que vende diversas ruas e o que acontece quando não tinha essa estrutura de galerias para receber essa água a erosão tomava de conta e começava a formar buracos como esse aqui que até diminuir um pouco de tamanho pela quantidade de aterro que a equipe da ciência colocou aqui mas se a estrutura não fosse resolvida o buraco e aumentar de novo então era um trabalho de enxugar gelo Então essa questão
Moradores de Santa Rita continuam esperando que praça seja reformada-7710590.wav,calendário JPB 1 hoje tá lá em Santa Rita O problema é uma praça que deveria ser reformada mas até agora o serviço não foi concluído a prefeitura até fez alguns serviços algumas reformas mas parece que o negócio tá parado Danilo Alves mostra tudo para gente vamos ver é o calendário JPB de volta Praça dos quiosques em Santa Rita alegria geral por que por que a gente sempre buscou as melhorias aqui do lugar tão fazendo de pouquinho em pouquinho ajeitando uma coisinha aqui outra coisinha ali faltava um bocado de negócio uma delas o parque para as crianças mostra como é que tava teve um tempo que até tinha mas tava tudo enferrujado velho acabado esculhambado aí depois o calendário voltou e os parques foram retirados segundo a prefeitura para que eles fossem consertados outros eu chegar ou aqueles ajeitadinho ou então 99 sair tudo sem nada agora a gente chegou Eita tem parque aqui para criançada pula-pula pelo menos isso é bom Tudo bem minha filha tudo bem tem brinquedo não mas é particular o das Crianças era para ser ali aí era essa aqui tem que pagar diz uma coisa a iluminação Disseram que ia trocar a iluminação daquela vez pediram uma semana a gente foi dois meses aí a gente dá uma agora me deu um mês né Tá aí uma parceria com a Energisa mas tá do mesmo jeito piso da quadra continua do mesmo jeito tá lá continua quebrado né que precisava de fazer um concerto ou conserto sério né para mim poder Tá descascando que dá para o cimento de soltou aí ele tem que fazer um serviço correto com granito e pintar quadra né para ficar legal mesmo para mim brincar com um ano de calendário e o que foi feito aqui foi as telas que foram colocadas e em vez em quando quando vem o calendário está uma pintada na ao redor de um carro que é para ficar bonitinho a gente vê muito problema né que tem aqui na praça que é sempre estou por aqui a gente sabe como é né podia dar uma ajeitada não com certeza para marcar o caramba agora porque a gente tava esperando a nota da Prefeitura de Santa Rita e a nossa Finalmente chegou primeiro ele justificaram que não foi ninguém da secretaria de infraestrutura para o dia da gravação do calendário Por que todo mundo tava ocupado com e serviços gerados pelas fortes chuvas aí reforçaram que a prefeitura vem realizando a manutenção da Praça dos quiosques que fica lá em Piripiri disseram também que vão trocar toda a iluminação da praça mas não esclarecer não quando o piso vai ser recuperado bem deram a resposta e pelo menos estão mantendo a praça limpa o carinho que a gente vai colocar o andamento mas a gente quer que a praça seja concluída que eliminação seja trocada o piso recuperado enfim que fica tudo bonito para comunidade então
Chuva atrapalha obra e moradores convivem com esgoto entupido no José Américo-7772684.wav,tem comunidade no JPB agora o calendário Voltou ao José Américo porque tem novidades por lá são duas notícias tá bom uma boa outra ruim bora logo verá boa né Vamos embora Rua João Viegas de Oliveira José Américo a gente acompanha a situação aqui é um bom tempo e você sabe né quando vira o ônibus foi que tá acontecendo agora não sai do meio ele precisava invadir um terreno para continuar o percurso agora não tá conseguindo passar pela rua por onde deve passar mesmo valeu meu motor passou fez a curva bonitinho e foi-se embora chega aí Marquinhos Cardoso no sinal gráfico para mostrar era água empossada aqui muita água mesmo viu pior água suja de esgoto parece que isso aqui resolver todo esse transtorno aqui era causado por causa de ligações clandestinas meninas que foram feitas na rede de esgoto que não estava pronta chegasse mas a Cagepa secou a água que tinha aqui foi não né meu amor esse trabalho que foi feito aqui foi pela empresa de ônibus para amenizar o problema porque do jeito que tava a situação que tava não tem nem condições de ninguém passar e já ameaça de novo de deixar de passar o ônibus por aqui de novo vem mesmo tá entupido completamente entupido tá trabalhando lá embaixo na obra não tá não negativo ninguém trabalha lá embaixo não está muito parado tudo uma passada lá você vai me dar uma passada lá e tá parado ele visualizou olhou ninguém trabalhando não se formou que a obra é preciso ser recitado ou seja contratar uma nova empresa para realizar o serviço isso aí a gente já tinha falado da outra vez e aí essa empresa deu um prazo de fim de Junho para terminar o negócio por isso que a gente voltou agora em início de Julho saber como é que tá a situação aí eles alegaram para o serviço não foi concluído por causa das fortes chuvas que atingiram a capital e a região metropolitana nesse mês de junho ele sabe que ainda tá chovendo alguns dias sim outros não sabe que obra na chuva não anda né isso exatamente por isso que a gente até que entende tá em andamento e o que é que a gente vai fazer um novo prazo que eles deram pessoal é fim de Julho Agosto a gente tá por aqui Será menor tá certo Danilo vamos esperar mais uma vez pode ser dia 12 e 12 de Agosto a gente vem para carimbar o resolvido pela bora marcar para marcar calendário JPB volta ao José Américo aqui em João Pessoa dia 12 de Agosto Mostra aí para mim a marcação por favor é isso Danilo tá louco para dar aquele carinho de Resolvido finalmente
"JPB mostra a história de pacientes que dependem da saúde pública, em Campina Grande-7842944.wav",quem procura um hospital um posto de saúde ou quem briga por um medicamento uma consulta faz isso porque precisa ninguém acorda querendo lutar por medicamento querendo passar horas na fila e ela hora de maior necessidade que vários problemas nos serviços públicos de saúde aparecem eu vou voltar a falar com Denise Delmiro em Campina Grande e dessa vez sobre os casos graves na saúde Denise muito graves Bruno eu fico me perguntando aqui sabe até quando parece que esses casos nunca acaba a gente tem conteúdo tem denúncias para os nossos telejornais praticamente todos os dias são pessoas que não tem dinheiro para pagar um exame para comprar uma medicação para fazer um tratamento Imagine que ficam ali morrendo a cada dia né porque são doenças gravíssimas não é preocupando a família preocupando os amigos e ficam sem saber o que fazer tem que recorrer aí a saúde pública e infelizmente não são correspondida nem são respondidos muitas vezes eu vou mostrar para vocês três histórias emocionantes de pessoas que precisam que dependem de medicação que estão à mesa esperando por exames e também de um jovem que está com leucemia que tem que fazer o tratamento contra o câncer e ainda nem começou vamos acompanhar na reportagem nosso estado não há condição de acolher nenhuma pessoa que esteja no estado grave Como está esse meu primo ô primo de jacileide tá internado no hospital universitário de Campina Grande com leucemia mas no h u Ele não recebe o tratamento adequado para esse tipo de câncer precisa fazer um exame específico da doença e Começar o tratamento em algum Hospital especializado ainda de acordo com jacileide não tem vaga na Paraíba para o primo dela ele está aqui os médicos sabem da responsabilidade não pode nadar para casa mas também não está tendo tratamento que deve ter e estar sentindo muita dor os médicos aqui já tentaram transferência para o Laureano para Natal para Recife e não conseguiram ela vai entrar na justiça para conseguir tratamento para o primo da Vanessa conseguiu ano passado o mandado de intimação para que a secretaria de saúde de campina entregasse ao marido dela a medicação para diabetes só que de Maio para cá já faltou insulina duas vezes se Vanessa tivesse que comprar medicação sairia por r$ 600 por mês minha pergunta qual motivo não tem motivos não sei o motivo as funcionárias da que diz não sei o motivo previsão de entrega não tem previsão então assim vim buscar insulina faltou no dia tem que comprar ele tem que tomar para sobreviver então assim o valor É alto quem recebe um salário-mínimo faz o que eu entrei na farmácia que fica dentro da Secretaria de Saúde de Campina Grande Ande e uma funcionária que disse que não poderia gravar com a gente confirmou para mim e para Vanessa que a medicação estava em falta e que não haveria previsão para reposição no estoque Então tem que procurar a justiça de novo comunicado ao juiz Então eu tenho que esperar por enquanto eu compro também não sei quando vou resolver mas eu tô com vontade se
